N°_da_fatura;Data_da_fatura;ID_Cliente;País;Quantidade;Valor;Ano_mes;Pertence_UK
547561;2021-03-24 08:44:00;14129;United Kingdom;164;358,9;2021-03;SIM
547562;2021-03-24 08:47:00;16525;United Kingdom;400;851,4;2021-03;SIM
547563;2021-03-24 08:56:00;15651;United Kingdom;238;227,32;2021-03;SIM
547565;2021-03-24 09:21:00;13035;United Kingdom;212;333,0;2021-03;SIM
547564;2021-03-24 09:21:00;17512;United Kingdom;315;441,81;2021-03;SIM
547566;2021-03-24 09:42:00;12811;Portugal;1;27,0;2021-03;NÃO
547567;2021-03-24 09:44:00;17644;United Kingdom;253;442,47;2021-03;SIM
547569;2021-03-24 09:50:00;17491;United Kingdom;361;556,94;2021-03;SIM
547570;2021-03-24 09:50:00;13636;United Kingdom;85;137,35;2021-03;SIM
547568;2021-03-24 09:50:00;13341;United Kingdom;301;775,85;2021-03;SIM
547571;2021-03-24 09:52:00;16265;United Kingdom;182;432,3;2021-03;SIM
547572;2021-03-24 10:03:00;13512;United Kingdom;143;251,21;2021-03;SIM
547573;2021-03-24 10:04:00;12948;United Kingdom;100;157,16;2021-03;SIM
547576;2021-03-24 10:37:00;16620;United Kingdom;48;95,76;2021-03;SIM
547577;2021-03-24 10:37:00;13183;United Kingdom;288;513,84;2021-03;SIM
547578;2021-03-24 10:38:00;13089;United Kingdom;303;485,89;2021-03;SIM
547579;2021-03-24 10:40:00;13089;United Kingdom;96;120,0;2021-03;SIM
547580;2021-03-24 10:48:00;13488;United Kingdom;259;713,95;2021-03;SIM
547583;2021-03-24 11:07:00;12901;United Kingdom;444;562,32;2021-03;SIM
547623;2021-03-24 11:29:00;15641;United Kingdom;430;543,22;2021-03;SIM
547639;2021-03-24 11:34:00;17698;United Kingdom;93;154,95;2021-03;SIM
547644;2021-03-24 11:38:00;14267;United Kingdom;140;418,18;2021-03;SIM
547645;2021-03-24 11:40:00;12676;Sweden;107;197,9;2021-03;NÃO
547647;2021-03-24 11:43:00;15144;United Kingdom;190;232,9;2021-03;SIM
547648;2021-03-24 11:44:00;15144;United Kingdom;18;37,5;2021-03;SIM
547649;2021-03-24 12:02:00;18118;United Kingdom;192;368,92;2021-03;SIM
547650;2021-03-24 12:08:00;17059;United Kingdom;219;459,3;2021-03;SIM
547651;2021-03-24 12:11:00;16904;United Kingdom;224;433,29;2021-03;SIM
547652;2021-03-24 12:15:00;14606;United Kingdom;172;236,07;2021-03;SIM
547653;2021-03-24 12:21:00;16745;United Kingdom;590;515,9;2021-03;SIM
547654;2021-03-24 12:32:00;14527;United Kingdom;27;73,77;2021-03;SIM
547655;2021-03-24 12:52:00;14267;United Kingdom;140;418,18;2021-03;SIM
547656;2021-03-24 12:53:00;13263;United Kingdom;149;217,56;2021-03;SIM
547657;2021-03-24 12:58:00;13871;United Kingdom;186;401,3;2021-03;SIM
547658;2021-03-24 13:04:00;13736;United Kingdom;228;357,53;2021-03;SIM
547659;2021-03-24 13:05:00;12434;Australia;77;286,25;2021-03;NÃO
547662;2021-03-24 13:12:00;14085;United Kingdom;66;150,34;2021-03;SIM
547663;2021-03-24 13:16:00;16022;United Kingdom;261;628,28;2021-03;SIM
547664;2021-03-24 13:16:00;13069;United Kingdom;398;273,98;2021-03;SIM
547665;2021-03-24 13:17:00;14256;United Kingdom;112;445,2;2021-03;SIM
547666;2021-03-24 13:23:00;14235;United Kingdom;576;850,31;2021-03;SIM
547667;2021-03-24 13:25:00;16700;United Kingdom;440;483,3;2021-03;SIM
547668;2021-03-24 13:28:00;14071;United Kingdom;95;131,41;2021-03;SIM
547669;2021-03-24 13:37:00;12748;United Kingdom;126;163,46;2021-03;SIM
547670;2021-03-24 13:41:00;16769;United Kingdom;83;380,39;2021-03;SIM
547671;2021-03-24 13:45:00;14560;United Kingdom;41;62,38;2021-03;SIM
547672;2021-03-24 13:54:00;17754;United Kingdom;348;264,24;2021-03;SIM
547674;2021-03-24 13:59:00;15835;United Kingdom;88;187,2;2021-03;SIM
547684;2021-03-24 14:46:00;12408;Belgium;330;762,89;2021-03;NÃO
547685;2021-03-24 14:47:00;12408;Belgium;26;74,7;2021-03;NÃO
547686;2021-03-24 14:49:00;15513;United Kingdom;210;310,4;2021-03;SIM
547687;2021-03-24 14:52:00;15078;United Kingdom;222;356,3;2021-03;SIM
547688;2021-03-24 14:54:00;12971;United Kingdom;52;137,4;2021-03;SIM
547690;2021-03-24 14:55:00;16063;United Kingdom;96;149,2;2021-03;SIM
547689;2021-03-24 14:55:00;17757;United Kingdom;55;166,75;2021-03;SIM
547690;2021-03-24 14:56:00;16063;United Kingdom;166;186,12;2021-03;SIM
547691;2021-03-24 15:02:00;16767;United Kingdom;228;364,84;2021-03;SIM
547694;2021-03-24 15:12:00;15178;United Kingdom;30;40,5;2021-03;SIM
547695;2021-03-24 15:15:00;18239;United Kingdom;122;176,38;2021-03;SIM
547697;2021-03-24 16:23:00;14348;United Kingdom;183;409,57;2021-03;SIM
547698;2021-03-24 16:30:00;15304;United Kingdom;4;51,0;2021-03;SIM
547702;2021-03-24 16:45:00;14911;EIRE;114;415,45;2021-03;NÃO
547703;2021-03-24 17:10:00;12540;Spain;512;1140,76;2021-03;NÃO
547705;2021-03-24 18:20:00;14056;United Kingdom;164;229,49;2021-03;SIM
547706;2021-03-24 18:25:00;12901;United Kingdom;1108;2278,8;2021-03;SIM
547707;2021-03-24 18:28:00;18008;United Kingdom;300;585,0;2021-03;SIM
547708;2021-03-24 18:34:00;17450;United Kingdom;4168;11343,2;2021-03;SIM
547709;2021-03-24 18:43:00;18109;United Kingdom;61;279,73;2021-03;SIM
547712;2021-03-24 19:31:00;16905;United Kingdom;80;380,98;2021-03;SIM
547713;2021-03-25 08:41:00;16458;United Kingdom;106;157,7;2021-03;SIM
547714;2021-03-25 08:43:00;15815;United Kingdom;252;427,0;2021-03;SIM
547715;2021-03-25 08:50:00;12520;Germany;128;246,54;2021-03;NÃO
547716;2021-03-25 08:52:00;16833;United Kingdom;134;344,41;2021-03;SIM
547717;2021-03-25 08:53:00;16833;United Kingdom;12;17,4;2021-03;SIM
547718;2021-03-25 09:39:00;17450;United Kingdom;24;57,6;2021-03;SIM
547719;2021-03-25 10:05:00;14404;United Kingdom;146;307,5;2021-03;SIM
547720;2021-03-25 10:08:00;14209;United Kingdom;84;420,6;2021-03;SIM
547721;2021-03-25 10:14:00;13000;United Kingdom;230;256,78;2021-03;SIM
547722;2021-03-25 10:19:00;12553;France;264;357,91;2021-03;NÃO
547724;2021-03-25 10:42:00;13468;United Kingdom;34;102,7;2021-03;SIM
547726;2021-03-25 10:49:00;16029;United Kingdom;216;465,84;2021-03;SIM
547727;2021-03-25 10:50:00;16029;United Kingdom;552;878,16;2021-03;SIM
547728;2021-03-25 10:51:00;16029;United Kingdom;96;146,88;2021-03;SIM
547729;2021-03-25 10:52:00;15529;United Kingdom;344;366,18;2021-03;SIM
547730;2021-03-25 11:01:00;14796;United Kingdom;220;349,51;2021-03;SIM
547762;2021-03-25 11:31:00;13695;United Kingdom;46;83,14;2021-03;SIM
547772;2021-03-25 11:34:00;17979;United Kingdom;81;231,77;2021-03;SIM
547785;2021-03-25 11:41:00;13097;United Kingdom;323;878,02;2021-03;SIM
547786;2021-03-25 11:44:00;14587;United Kingdom;106;180,06;2021-03;SIM
547787;2021-03-25 11:57:00;13139;United Kingdom;210;409,5;2021-03;SIM
547789;2021-03-25 12:04:00;14911;EIRE;533;750,37;2021-03;NÃO
547790;2021-03-25 12:04:00;12545;Spain;346;628,15;2021-03;NÃO
547792;2021-03-25 12:07:00;17979;United Kingdom;2;9,9;2021-03;SIM
547793;2021-03-25 12:10:00;14758;United Kingdom;158;654,75;2021-03;SIM
547794;2021-03-25 12:13:00;14085;United Kingdom;220;207,21;2021-03;SIM
547795;2021-03-25 12:21:00;14536;United Kingdom;40;171,8;2021-03;SIM
547796;2021-03-25 12:34:00;14646;Netherlands;731;1407,86;2021-03;NÃO
547799;2021-03-25 12:48:00;17139;United Kingdom;502;708,66;2021-03;SIM
547800;2021-03-25 12:55:00;14504;United Kingdom;36;134,56;2021-03;SIM
547801;2021-03-25 12:57:00;14107;United Kingdom;418;554,18;2021-03;SIM
547803;2021-03-25 13:23:00;13662;United Kingdom;175;227,7;2021-03;SIM
547804;2021-03-25 13:30:00;16817;United Kingdom;8;6,8;2021-03;SIM
547805;2021-03-25 13:35:00;13327;United Kingdom;194;474,05;2021-03;SIM
547809;2021-03-25 13:54:00;12748;United Kingdom;168;185,1;2021-03;SIM
547811;2021-03-25 14:01:00;17368;United Kingdom;215;194,92;2021-03;SIM
547812;2021-03-25 14:06:00;18102;United Kingdom;1336;5513,32;2021-03;SIM
547814;2021-03-25 14:19:00;13452;United Kingdom;1;295,0;2021-03;SIM
547815;2021-03-25 14:19:00;13520;Switzerland;227;490,78;2021-03;NÃO
547816;2021-03-25 14:30:00;12748;United Kingdom;9;25,25;2021-03;SIM
547817;2021-03-25 14:34:00;17946;United Kingdom;9;17,55;2021-03;SIM
547818;2021-03-25 14:39:00;12748;United Kingdom;33;76,2;2021-03;SIM
547819;2021-03-25 14:45:00;12748;United Kingdom;42;94,19;2021-03;SIM
547820;2021-03-25 14:46:00;13743;United Kingdom;156;141,72;2021-03;SIM
547821;2021-03-25 14:50:00;12621;Germany;484;960,0;2021-03;NÃO
547822;2021-03-25 14:53:00;12668;Germany;522;1444,8;2021-03;NÃO
547825;2021-03-25 15:01:00;12778;Netherlands;104;155,65;2021-03;NÃO
547826;2021-03-25 15:08:00;18078;United Kingdom;100;197,94;2021-03;SIM
547828;2021-03-25 15:18:00;16618;United Kingdom;242;354,66;2021-03;SIM
547829;2021-03-25 15:24:00;16081;United Kingdom;241;410,53;2021-03;SIM
547832;2021-03-25 16:25:00;17511;United Kingdom;2379;3962,06;2021-03;SIM
547833;2021-03-25 17:34:00;16780;United Kingdom;99;161,89;2021-03;SIM
547834;2021-03-27 10:16:00;17937;United Kingdom;252;633,6;2021-03;SIM
547835;2021-03-27 10:18:00;15465;United Kingdom;51;485,45;2021-03;SIM
547837;2021-03-27 10:26:00;17243;United Kingdom;119;266,55;2021-03;SIM
547839;2021-03-27 10:54:00;12916;United Kingdom;280;649,78;2021-03;SIM
547840;2021-03-27 10:56:00;15133;United Kingdom;206;324,7;2021-03;SIM
547841;2021-03-27 11:02:00;16923;United Kingdom;298;520,13;2021-03;SIM
547842;2021-03-27 11:14:00;13875;United Kingdom;168;343,03;2021-03;SIM
547843;2021-03-27 11:22:00;18273;United Kingdom;20;51,0;2021-03;SIM
547844;2021-03-27 11:44:00;15045;United Kingdom;38;388,9;2021-03;SIM
547845;2021-03-27 11:51:00;16434;United Kingdom;57;121,95;2021-03;SIM
547846;2021-03-27 11:59:00;18071;United Kingdom;103;194,05;2021-03;SIM
547850;2021-03-27 12:06:00;14472;United Kingdom;216;311,57;2021-03;SIM
547860;2021-03-27 12:21:00;17625;United Kingdom;382;549,68;2021-03;SIM
547861;2021-03-27 12:36:00;16701;United Kingdom;232;353,3;2021-03;SIM
547862;2021-03-27 12:54:00;12841;United Kingdom;121;190,5;2021-03;SIM
547863;2021-03-27 13:07:00;12728;France;61;164,05;2021-03;NÃO
547864;2021-03-27 13:10:00;15716;United Kingdom;101;115,26;2021-03;SIM
547866;2021-03-27 13:21:00;14878;United Kingdom;181;197,89;2021-03;SIM
547867;2021-03-27 13:56:00;13357;United Kingdom;322;609,95;2021-03;SIM
547870;2021-03-27 14:18:00;13668;United Kingdom;75;173,77;2021-03;SIM
547871;2021-03-27 14:28:00;16931;United Kingdom;158;277,43;2021-03;SIM
547872;2021-03-27 14:34:00;16777;United Kingdom;50;177,25;2021-03;SIM
547873;2021-03-27 15:33:00;13240;United Kingdom;74;218,34;2021-03;SIM
547874;2021-03-27 15:39:00;14476;United Kingdom;132;215,7;2021-03;SIM
547875;2021-03-27 15:40:00;13408;United Kingdom;350;612,38;2021-03;SIM
547876;2021-03-27 15:41:00;16638;United Kingdom;38;254,0;2021-03;SIM
547877;2021-03-27 15:46:00;14573;United Kingdom;41;165,83;2021-03;SIM
547878;2021-03-27 16:01:00;15939;United Kingdom;170;131,3;2021-03;SIM
547879;2021-03-27 16:03:00;12877;United Kingdom;60;83,16;2021-03;SIM
547880;2021-03-27 16:05:00;15426;United Kingdom;106;251,56;2021-03;SIM
547881;2021-03-27 16:08:00;13110;United Kingdom;67;192,34;2021-03;SIM
547882;2021-03-28 07:53:00;14911;EIRE;745;539,0;2021-03;NÃO
547883;2021-03-28 08:40:00;14755;United Kingdom;184;307,76;2021-03;SIM
547884;2021-03-28 09:07:00;13481;United Kingdom;471;665,28;2021-03;SIM
547885;2021-03-28 09:16:00;17314;United Kingdom;88;220,8;2021-03;SIM
547886;2021-03-28 09:21:00;13652;United Kingdom;178;329,44;2021-03;SIM
547887;2021-03-28 09:30:00;16245;United Kingdom;258;453,98;2021-03;SIM
547888;2021-03-28 09:59:00;13368;United Kingdom;315;588,0;2021-03;SIM
547890;2021-03-28 10:03:00;17227;United Kingdom;100;223,9;2021-03;SIM
547891;2021-03-28 10:14:00;13266;United Kingdom;401;302,22;2021-03;SIM
547892;2021-03-28 10:15:00;12669;France;848;1136,3;2021-03;NÃO
547893;2021-03-28 10:25:00;13552;United Kingdom;23;191,25;2021-03;SIM
547894;2021-03-28 10:26:00;13552;United Kingdom;160;277,8;2021-03;SIM
547895;2021-03-28 10:52:00;18118;United Kingdom;42;113,14;2021-03;SIM
547896;2021-03-28 11:34:00;17841;United Kingdom;119;246,61;2021-03;SIM
547897;2021-03-28 11:36:00;12792;Portugal;217;400,54;2021-03;NÃO
547898;2021-03-28 11:49:00;16523;United Kingdom;108;374,7;2021-03;SIM
547900;2021-03-28 11:51:00;13649;United Kingdom;72;148,8;2021-03;SIM
547902;2021-03-28 11:58:00;17765;United Kingdom;44;121,25;2021-03;SIM
547903;2021-03-28 11:59:00;15039;United Kingdom;245;407,09;2021-03;SIM
547906;2021-03-28 12:13:00;14410;United Kingdom;129;215,07;2021-03;SIM
547907;2021-03-28 12:18:00;15083;United Kingdom;38;88,2;2021-03;SIM
547909;2021-03-28 12:22:00;15033;United Kingdom;117;179,73;2021-03;SIM
547910;2021-03-28 12:23:00;14159;United Kingdom;402;458,87;2021-03;SIM
547911;2021-03-28 12:25:00;14127;United Kingdom;36;137,6;2021-03;SIM
547912;2021-03-28 12:27:00;18010;United Kingdom;60;174,8;2021-03;SIM
547914;2021-03-28 12:35:00;12594;Italy;163;297,5;2021-03;NÃO
547918;2021-03-28 12:49:00;15249;United Kingdom;478;1001,82;2021-03;SIM
547920;2021-03-28 12:52:00;14730;United Kingdom;87;116,41;2021-03;SIM
547919;2021-03-28 12:52:00;13760;United Kingdom;96;135,09;2021-03;SIM
547921;2021-03-28 13:28:00;14766;United Kingdom;466;628,66;2021-03;SIM
547922;2021-03-28 13:32:00;15624;United Kingdom;54;183,9;2021-03;SIM
547923;2021-03-28 13:35:00;14344;United Kingdom;23;82,55;2021-03;SIM
547924;2021-03-28 13:39:00;17749;United Kingdom;257;369,01;2021-03;SIM
547925;2021-03-28 13:57:00;12481;Germany;425;602,86;2021-03;NÃO
547926;2021-03-28 13:59:00;12481;Germany;268;229,48;2021-03;NÃO
547931;2021-03-28 14:01:00;12594;Italy;1;28,0;2021-03;NÃO
547934;2021-03-28 14:07:00;12474;Germany;157;257,2;2021-03;NÃO
547935;2021-03-28 14:19:00;15874;United Kingdom;44;240,35;2021-03;SIM
547936;2021-03-28 14:23:00;15874;United Kingdom;23;56,05;2021-03;SIM
547937;2021-03-28 14:27:00;15068;United Kingdom;130;239,96;2021-03;SIM
547938;2021-03-28 14:33:00;13901;United Kingdom;244;433,9;2021-03;SIM
547939;2021-03-28 14:42:00;15611;United Kingdom;10;127,5;2021-03;SIM
547940;2021-03-28 14:43:00;16814;United Kingdom;187;460,23;2021-03;SIM
547941;2021-03-28 14:46:00;16692;United Kingdom;151;1267,5;2021-03;SIM
547942;2021-03-28 14:57:00;14538;United Kingdom;30;106,5;2021-03;SIM
547944;2021-03-28 14:59:00;12971;United Kingdom;49;106,95;2021-03;SIM
547945;2021-03-28 14:59:00;14851;United Kingdom;139;206,13;2021-03;SIM
547946;2021-03-28 14:59:00;12971;United Kingdom;36;116,4;2021-03;SIM
547947;2021-03-28 15:03:00;15032;United Kingdom;1310;2188,5;2021-03;SIM
547949;2021-03-28 15:10:00;14021;United Kingdom;54;198,9;2021-03;SIM
547960;2021-03-28 15:27:00;15644;United Kingdom;95;184,57;2021-03;SIM
547962;2021-03-28 15:38:00;12957;United Kingdom;251;330,51;2021-03;SIM
547963;2021-03-28 15:42:00;13037;United Kingdom;158;250,42;2021-03;SIM
547965;2021-03-28 15:47:00;15809;United Kingdom;58;63,42;2021-03;SIM
547969;2021-03-28 16:27:00;17238;United Kingdom;145;250,76;2021-03;SIM
547970;2021-03-28 16:28:00;17238;United Kingdom;1;4,95;2021-03;SIM
547971;2021-03-28 16:37:00;17917;United Kingdom;75;119,55;2021-03;SIM
547972;2021-03-28 16:41:00;12557;Spain;550;817,5;2021-03;NÃO
547985;2021-03-29 08:43:00;16455;United Kingdom;196;413,7;2021-03;SIM
547986;2021-03-29 08:46:00;18177;United Kingdom;79;169,05;2021-03;SIM
547987;2021-03-29 09:11:00;17428;United Kingdom;436;444,52;2021-03;SIM
547990;2021-03-29 09:53:00;15589;United Kingdom;94;263,58;2021-03;SIM
547991;2021-03-29 09:54:00;15589;United Kingdom;24;30,0;2021-03;SIM
548003;2021-03-29 10:39:00;18044;United Kingdom;140;289,25;2021-03;SIM
548005;2021-03-29 10:49:00;14128;United Kingdom;269;305,54;2021-03;SIM
548006;2021-03-29 10:50:00;18226;United Kingdom;235;428,05;2021-03;SIM
548007;2021-03-29 10:51:00;13769;United Kingdom;133;300,75;2021-03;SIM
548010;2021-03-29 11:04:00;14646;Netherlands;1070;2527,94;2021-03;NÃO
548011;2021-03-29 11:14:00;14646;Netherlands;11116;15719,56;2021-03;NÃO
548012;2021-03-29 11:15:00;17377;United Kingdom;118;317,56;2021-03;SIM
548013;2021-03-29 11:25:00;17874;United Kingdom;48;65,16;2021-03;SIM
548014;2021-03-29 11:29:00;17719;United Kingdom;437;579,83;2021-03;SIM
548016;2021-03-29 11:39:00;16871;United Kingdom;36;35,04;2021-03;SIM
548017;2021-03-29 11:42:00;16871;United Kingdom;203;357,25;2021-03;SIM
548033;2021-03-29 12:01:00;14441;United Kingdom;108;356,84;2021-03;SIM
548038;2021-03-29 12:03:00;15696;United Kingdom;140;317,9;2021-03;SIM
548144;2021-03-29 12:29:00;13798;United Kingdom;164;328,2;2021-03;SIM
548148;2021-03-29 12:31:00;17931;United Kingdom;164;297,2;2021-03;SIM
548150;2021-03-29 12:55:00;17315;United Kingdom;144;142,28;2021-03;SIM
548151;2021-03-29 12:57:00;13803;United Kingdom;121;277,07;2021-03;SIM
548152;2021-03-29 13:04:00;17398;United Kingdom;182;305,68;2021-03;SIM
548153;2021-03-29 13:05:00;15129;United Kingdom;368;304,4;2021-03;SIM
548154;2021-03-29 13:06:00;17675;United Kingdom;173;465,7;2021-03;SIM
548156;2021-03-29 13:22:00;14871;United Kingdom;38;108,2;2021-03;SIM
548157;2021-03-29 13:27:00;14298;United Kingdom;920;1518,0;2021-03;SIM
548158;2021-03-29 13:28:00;15906;United Kingdom;92;341,93;2021-03;SIM
548159;2021-03-29 13:32:00;15906;United Kingdom;16;69,4;2021-03;SIM
548160;2021-03-29 13:33:00;16253;United Kingdom;1340;1700,4;2021-03;SIM
548169;2021-03-29 13:48:00;14680;United Kingdom;1250;2106,46;2021-03;SIM
548170;2021-03-29 13:53:00;15290;United Kingdom;111;280,85;2021-03;SIM
548171;2021-03-29 13:58:00;16422;United Kingdom;1215;963,01;2021-03;SIM
548172;2021-03-29 14:13:00;15738;United Kingdom;253;328,15;2021-03;SIM
548176;2021-03-29 14:20:00;13439;United Kingdom;242;283,71;2021-03;SIM
548177;2021-03-29 14:31:00;12888;United Kingdom;52;272,76;2021-03;SIM
548178;2021-03-29 14:35:00;14367;United Kingdom;321;504,61;2021-03;SIM
548185;2021-03-29 14:58:00;15628;United Kingdom;173;371,83;2021-03;SIM
548186;2021-03-29 15:02:00;13777;United Kingdom;254;539,3;2021-03;SIM
548188;2021-03-29 15:12:00;13263;United Kingdom;174;243,81;2021-03;SIM
548189;2021-03-29 15:15:00;16607;United Kingdom;163;141,41;2021-03;SIM
548190;2021-03-29 15:18:00;17511;United Kingdom;42;258,18;2021-03;SIM
548192;2021-03-29 15:22:00;17364;United Kingdom;137;247,45;2021-03;SIM
548196;2021-03-29 15:44:00;16011;United Kingdom;63;118,55;2021-03;SIM
548197;2021-03-29 15:53:00;13588;United Kingdom;48;113,3;2021-03;SIM
548198;2021-03-29 16:05:00;16712;United Kingdom;133;351,01;2021-03;SIM
548199;2021-03-29 16:12:00;16945;United Kingdom;222;287,04;2021-03;SIM
548202;2021-03-29 16:36:00;16980;United Kingdom;370;346,6;2021-03;SIM
548208;2021-03-29 17:12:00;14189;United Kingdom;224;314,1;2021-03;SIM
548210;2021-03-29 17:23:00;14606;United Kingdom;132;338,41;2021-03;SIM
548211;2021-03-30 09:06:00;14646;Netherlands;1208;1807,04;2021-03;NÃO
548212;2021-03-30 09:12:00;12456;Switzerland;445;940,17;2021-03;NÃO
548213;2021-03-30 09:15:00;15521;United Kingdom;433;475,69;2021-03;SIM
548214;2021-03-30 09:17:00;13720;United Kingdom;204;266,2;2021-03;SIM
548215;2021-03-30 09:19:00;15674;United Kingdom;198;355,12;2021-03;SIM
548216;2021-03-30 09:27:00;12971;United Kingdom;36;91,8;2021-03;SIM
548217;2021-03-30 09:31:00;17616;United Kingdom;32;81,6;2021-03;SIM
548218;2021-03-30 09:36:00;13999;United Kingdom;214;301,48;2021-03;SIM
548222;2021-03-30 10:16:00;17306;United Kingdom;308;396,6;2021-03;SIM
548223;2021-03-30 10:18:00;17306;United Kingdom;144;152,64;2021-03;SIM
548234;2021-03-30 10:32:00;17594;United Kingdom;220;315,0;2021-03;SIM
548242;2021-03-30 10:34:00;16218;United Kingdom;126;216,3;2021-03;SIM
548245;2021-03-30 10:36:00;12823;United Kingdom;60;459,0;2021-03;SIM
548255;2021-03-30 10:46:00;13078;United Kingdom;115;383,07;2021-03;SIM
548256;2021-03-30 10:50:00;17775;United Kingdom;72;56,4;2021-03;SIM
548257;2021-03-30 10:54:00;13802;United Kingdom;1104;2161,32;2021-03;SIM
548258;2021-03-30 11:04:00;14146;United Kingdom;260;662,3;2021-03;SIM
548259;2021-03-30 11:12:00;14099;United Kingdom;236;244,13;2021-03;SIM
548260;2021-03-30 11:18:00;15373;United Kingdom;48;176,21;2021-03;SIM
548267;2021-03-30 11:32:00;16954;United Kingdom;58;180,38;2021-03;SIM
548276;2021-03-30 11:39:00;17863;United Kingdom;416;481,2;2021-03;SIM
548289;2021-03-30 11:48:00;13988;United Kingdom;426;631,06;2021-03;SIM
548293;2021-03-30 11:51:00;13798;United Kingdom;628;1012,6;2021-03;SIM
548308;2021-03-30 12:00:00;17220;United Kingdom;204;417,75;2021-03;SIM
548309;2021-03-30 12:02:00;16657;United Kingdom;463;242,55;2021-03;SIM
548311;2021-03-30 12:05:00;13728;United Kingdom;92;183,0;2021-03;SIM
548312;2021-03-30 12:12:00;16059;United Kingdom;144;384,45;2021-03;SIM
548313;2021-03-30 12:15:00;15353;United Kingdom;212;465,37;2021-03;SIM
548314;2021-03-30 12:24:00;16949;United Kingdom;77;127,79;2021-03;SIM
548315;2021-03-30 12:34:00;16019;United Kingdom;60;303,32;2021-03;SIM
548316;2021-03-30 12:35:00;17929;United Kingdom;24;238,8;2021-03;SIM
548317;2021-03-30 12:43:00;18179;United Kingdom;250;270,26;2021-03;SIM
548318;2021-03-30 12:45:00;13113;United Kingdom;126;453,05;2021-03;SIM
548319;2021-03-30 12:48:00;14180;United Kingdom;38;245,2;2021-03;SIM
548320;2021-03-30 12:54:00;12709;Germany;174;418,7;2021-03;NÃO
548323;2021-03-30 13:00:00;15424;United Kingdom;386;193,5;2021-03;SIM
548325;2021-03-30 13:01:00;13509;United Kingdom;386;313,5;2021-03;SIM
548324;2021-03-30 13:01:00;13316;United Kingdom;2048;1622,48;2021-03;SIM
548326;2021-03-30 13:02:00;15424;United Kingdom;168;189,84;2021-03;SIM
548327;2021-03-30 13:05:00;16788;United Kingdom;187;297,17;2021-03;SIM
548329;2021-03-30 13:14:00;16584;United Kingdom;488;611,94;2021-03;SIM
548330;2021-03-30 13:26:00;14810;United Kingdom;65;136,99;2021-03;SIM
548331;2021-03-30 13:28:00;13047;United Kingdom;193;427,15;2021-03;SIM
548332;2021-03-30 13:39:00;15364;United Kingdom;84;331,8;2021-03;SIM
548333;2021-03-30 13:44:00;15189;United Kingdom;38;132,7;2021-03;SIM
548334;2021-03-30 13:56:00;18108;United Kingdom;84;271,0;2021-03;SIM
548335;2021-03-30 13:57:00;14272;United Kingdom;87;132,09;2021-03;SIM
548336;2021-03-30 14:06:00;13082;United Kingdom;612;435,0;2021-03;SIM
548337;2021-03-30 14:06:00;18198;United Kingdom;233;284,67;2021-03;SIM
548338;2021-03-30 14:08:00;16558;United Kingdom;171;174,31;2021-03;SIM
548340;2021-03-30 14:23:00;13426;United Kingdom;311;306,39;2021-03;SIM
548349;2021-03-30 14:39:00;15812;United Kingdom;388;519,96;2021-03;SIM
548351;2021-03-30 14:51:00;13001;United Kingdom;502;850,82;2021-03;SIM
548353;2021-03-30 15:05:00;15980;United Kingdom;592;760,18;2021-03;SIM
548354;2021-03-30 15:06:00;15981;United Kingdom;376;600,0;2021-03;SIM
548358;2021-03-30 15:29:00;15832;United Kingdom;465;836,79;2021-03;SIM
548359;2021-03-30 15:31:00;14828;United Kingdom;696;493,92;2021-03;SIM
548361;2021-03-30 15:38:00;16092;United Kingdom;211;310,87;2021-03;SIM
548363;2021-03-30 15:48:00;12428;Finland;346;558,4;2021-03;NÃO
548367;2021-03-30 15:51:00;17677;United Kingdom;861;1337,78;2021-03;SIM
548368;2021-03-30 15:52:00;17677;United Kingdom;40;70,92;2021-03;SIM
548370;2021-03-30 16:14:00;15528;United Kingdom;123;229,33;2021-03;SIM
548371;2021-03-30 16:28:00;17757;United Kingdom;378;353,7;2021-03;SIM
548372;2021-03-30 16:34:00;14572;United Kingdom;31;116,45;2021-03;SIM
548388;2021-03-30 16:52:00;13268;United Kingdom;458;457,42;2021-03;SIM
548400;2021-03-30 17:33:00;17400;United Kingdom;285;632,8;2021-03;SIM
548401;2021-03-31 09:07:00;14479;United Kingdom;59;141,85;2021-03;SIM
548403;2021-03-31 09:36:00;14794;United Kingdom;1;16,95;2021-03;SIM
548404;2021-03-31 09:38:00;16398;United Kingdom;503;1169,95;2021-03;SIM
548405;2021-03-31 09:48:00;17088;United Kingdom;355;1015,83;2021-03;SIM
548406;2021-03-31 09:57:00;15061;United Kingdom;500;872,56;2021-03;SIM
548407;2021-03-31 10:07:00;16401;United Kingdom;376;306,6;2021-03;SIM
548408;2021-03-31 10:26:00;17438;United Kingdom;103;388,45;2021-03;SIM
548409;2021-03-31 10:27:00;12731;France;946;1937,06;2021-03;NÃO
548410;2021-03-31 10:29:00;12731;France;132;413,4;2021-03;NÃO
548412;2021-03-31 10:38:00;12601;Germany;49;111,0;2021-03;NÃO
548447;2021-03-31 10:53:00;17315;United Kingdom;147;205,75;2021-03;SIM
548448;2021-03-31 11:07:00;18041;United Kingdom;275;225,49;2021-03;SIM
548449;2021-03-31 11:08:00;14911;EIRE;45;168,4;2021-03;NÃO
548450;2021-03-31 11:20:00;15856;United Kingdom;379;516,29;2021-03;SIM
